Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,,,
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,20.2,19.9,20.5,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,,,
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,18.6,18.3,19,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,,,
2019,NC,North Carolina,Huntersville,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,75.5,75.2,75.8,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,CHECKUP,CrdPrv,Annual Checkup,,,
2019,NC,North Carolina,Huntersville,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.8,11.4,12.2,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,,,
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,6.7,6.5,6.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,DIABETES,CrdPrv,Diabetes,,,
2019,NC,North Carolina,Huntersville,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.1,11.7,12.6,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHSTAT,MHLTH,CrdPrv,Mental Health,,,
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.6,6.6,6.7,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),,,
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,25.6,25.1,26,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,OBESITY,CrdPrv,Obesity,,,
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,21.8,21.5,22.3,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,,,
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.6,18.6,24.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,DEPRESSION,CrdPrv,Depression,,,
2021,NC,North Carolina,Huntersville,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.1,11.6,14.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,,,
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.3,4.8,5.8,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),,,
2021,NC,North Carolina,Huntersville,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,4.7,4.2,5.2,"46,933",POINT (-80.87857903 35.40587489),3733120,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,,,
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,30.9,26.4,35.8,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,OBESITY,CrdPrv,Obesity,,,
2021,NC,North Carolina,Huntersville,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,4.9,4.4,5.5,"46,933",POINT (-80.87857903 35.40587489),3733120,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,,,
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,18.7,16.2,21.4,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,,,
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,20.3,17.8,23.2,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,,,
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,7.8,6.8,9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,,,
2021,NC,North Carolina,Huntersville,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.4,11.8,15.1,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHSTAT,MHLTH,CrdPrv,Mental Health,,,
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,21,18.1,24.3,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,,,
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,5.7,6.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),,,
2021,NC,North Carolina,Huntersville,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,74.2,70.2,77.9,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,CHECKUP,CrdPrv,Annual Checkup,,,
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,7.1,6.2,8.2,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,DIABETES,CrdPrv,Diabetes,,,
2021,NC,North Carolina,Huntersville,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,75.5,71.6,79.1,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,,,
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.5,25.2,34.2,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,,,
2023,NC,North Carolina,Huntersville,BRFSS,Disability,Independent living disability among adults,%,Age-adjusted prevalence,5.4,4.8,6,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,,
2023,NC,North Carolina,Huntersville,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,5.3,4.8,5.9,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,,
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,21,18.5,23.6,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,,
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,21.8,19.1,24.4,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,,
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Age-adjusted prevalence,7.3,6.6,8,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,CANCER,AgeAdjPrv,Cancer (non-skin) or Melanoma,,
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,7.3,6.6,8,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,,
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,23.8,20.5,27.2,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,,
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.8,20.5,27.1,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,DEPRESSION,CrdPrv,Depression,,
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,7.6,6.5,8.7,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,,
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8,6.9,9.2,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,DIABETES,CrdPrv,Diabetes,,
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,25.6,21.1,30.2,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,,
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,26.6,21.9,31.3,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,OBESITY,CrdPrv,Obesity,,
2023,NC,North Carolina,Huntersville,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,14.6,12.9,16.4,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,,
2023,NC,North Carolina,Huntersville,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,14.4,12.8,16.2,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,,
2023,NC,North Carolina,Huntersville,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Age-adjusted prevalence,77.9,74.3,81,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,,
2023,NC,North Carolina,Huntersville,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,78.4,74.8,81.5,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,PREVENT,CHECKUP,CrdPrv,Annual Checkup,,
2023,NC,North Carolina,Huntersville,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Age-adjusted prevalence,20,17.1,23,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,SOCLNEED,EMOTIONSPT,AgeAdjPrv,Lack of Social/Emotional Support,,
2023,NC,North Carolina,Huntersville,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,20,17.1,23,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support,,
2023,NC,North Carolina,Huntersville,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Age-adjusted prevalence,30.3,26.1,35,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,SOCLNEED,LONELINESS,AgeAdjPrv,Loneliness,,
2023,NC,North Carolina,Huntersville,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,29.6,25.4,34.2,"45,415","61,376",POINT (-80.8686804 35.4068096),3733120,SOCLNEED,LONELINESS,CrdPrv,Loneliness,,
2023,NC,North Carolina,Cornelius,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,24.6,,,21.1,28,"24,571","31,412",POINT (-80.8813294 35.4732344),3714700,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression
2023,NC,North Carolina,Cornelius,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.7,,,20.4,27.1,"24,571","31,412",POINT (-80.8813294 35.4732344),3714700,HLTHOUT,DEPRESSION,CrdPrv,Depression
